,price,year,km,engine_size,horse_power
1005,430250,2017,117000,1968,190
1006,465000,2015,138200,1801,176
1007,47500,1997,11111,1581,83
1008,63500,2003,238000,1401,101
1009,72000,1998,250000,1801,101
1010,79900,2005,260000,1201,76
1011,87000,2009,200000,1493,110
1012,88500,2011,196500,1991,150
1013,92000,2010,180000,1582,115
1014,92500,2015,250000,1201,76
1015,95000,2010,155900,1461,70
1016,96000,2014,136000,1199,73
1018,132000,2011,199000,1560,111
1019,134750,2012,153000,1248,95
1020,135900,2017,70000,1461,75
1021,143900,2013,68000,1401,101
1022,166000,2019,23000,1461,95
1023,170500,2018,86000,1582,136
1024,189900,2015,61000,1197,105
1025,275000,2017,113500,1598,120
1026,345500,2017,122034,1598,120
1027,40000,2001,16750,1401,76
1028,56750,1989,250000,1596,100
1029,60000,2000,198000,1390,75
1030,609900,2016,97000,1968,190
1031,670000,2018,57900,1595,156
1032,69900,2000,257000,1598,110
1033,75000,2001,381000,1401,101
1034,92000,2014,188000,1248,95
1035,105900,2005,180000,1596,100
1036,106000,2014,98000,1199,73
1037,138500,2014,165000,1598,110
1039,159900,2019,71960,1461,75
1041,171900,2018,88000,1582,136
1042,175750,2016,83000,1422,90
1043,190950,2016,94000,1461,110
1044,258500,2018,18000,1401,101
1045,373000,2015,130000,1401,151
1046,408000,2018,25000,1461,116
1047,44000,2000,208000,1368,77
1048,45000,1994,129000,1581,83
1049,63900,1999,279000,1598,110
1050,69900,2005,70000,1390,75
1052,85000,2009,190000,1598,109
1053,113750,2013,193000,1401,76
1054,120000,2008,251200,1598,115
1055,123900,2007,123000,1598,110
1056,136000,2013,130000,1596,105
1057,145000,2018,77000,1560,100
1058,152750,2012,148000,1201,76
1059,228000,2016,103000,1395,150
1060,235000,2017,109000,1598,115
1061,242500,2017,77460,1401,101
1062,25950,1994,287000,1372,71
1063,255000,2017,48000,1401,126
1064,26750,1993,209000,1581,80
1065,345000,2016,172000,1968,190
1066,44500,1982,255000,2501,76
1067,72000,2005,199000,1390,98
1068,76000,2011,121500,1229,70
1069,920000,2017,25000,1998,252
1070,95000,2015,96000,1149,75
1071,105000,2011,71000,1390,75
1072,107000,2014,140000,1248,85
1075,120000,2012,69000,1461,90
1076,134500,2017,21000,1199,83
1077,162000,2011,160000,1596,160
1078,179750,2012,18000,1595,125
1079,189000,2019,800,1398,90
1080,199000,2015,141000,1598,110
1081,217500,2017,116000,1401,101
1082,228500,2013,100000,1598,105
1083,305500,2014,255000,1462,109
1084,38500,2001,150000,1581,83
1085,435000,2018,63000,1995,190
1086,45000,1998,170000,1598,90
1087,56000,2005,220000,1242,81
1088,87900,2001,196000,1598,110
1089,102500,1994,390000,2497,113
1091,119950,2015,187750,1401,51
1092,123000,2015,86000,999,75
1093,125000,2012,147000,1598,124
1094,134900,2008,205000,1595,125
1095,138500,2000,175000,1801,126
1096,145000,2019,59500,1499,100
1097,145900,2014,123000,1401,101
1098,168500,2016,38000,1461,90
1099,213900,2018,57000,1598,115
1100,239000,2012,173000,1801,126
1101,34750,2000,155000,1581,96
1102,51500,2003,269785,1242,80
1103,55000,2003,250000,1390,100
1104,60250,2004,202000,998,60
1105,82500,2007,350000,1461,100
1107,123000,2012,155000,1560,93
1108,126000,2016,134000,1461,75
1109,128500,2008,130000,1596,100
1110,129900,2007,190000,1595,125
1111,139900,2012,67000,1200,101
1112,25650,2001,195000,1581,83
1113,253750,2017,80000,1598,120
1114,255000,2017,124000,1598,115
1115,269500,2014,165000,1401,76
1116,293000,2019,44500,1601,101
1117,32750,1984,17000,1397,72
1118,395750,2012,183000,1801,176
1119,68500,1993,280000,1799,122
1120,68750,2001,307192,1389,90
1121,83000,2009,190000,1201,76
1122,88600,2008,17900,1399,95
1123,91250,2016,95450,1149,75
1124,94500,2010,220000,1401,101
1125,115750,2011,72000,1401,101
1126,116000,2011,112000,1461,85
1127,117500,2012,206000,1560,93
1128,117900,2010,275000,1595,125
1129,169850,2015,11000,1201,76
1130,204500,2018,75000,1598,115
1131,243000,2019,116000,1401,101
1132,275000,2013,260000,1801,176
1133,279000,2018,76596,1598,101
1134,349000,2015,67000,1462,109
1135,35750,1996,220000,1581,75
1136,49750,2001,48000,1581,83
1137,600000,2016,139000,1968,190
1138,67000,2004,232000,1389,90
1139,67500,2004,227000,1598,109
1141,91250,2016,93900,1149,75
1143,112000,2012,140000,1598,124
1144,119000,2007,122650,1339,83
1145,124950,2010,147500,1401,101
1146,145000,2020,18000,1368,95
1147,161500,2012,175000,1461,110
1148,169500,2016,64000,1596,105
1149,175000,2020,8000,1401,101
1150,182750,2018,30000,1598,132
1151,263000,2017,58750,1598,115
1152,27950,1993,59575,1581,80
1153,275000,2015,107000,1598,110
1154,36750,1992,321113,2498,143
1155,406900,2017,105000,1598,120
1156,424900,2016,105000,1598,136
1157,62000,2006,245000,1398,71
1158,72000,2004,210000,1390,75
1159,95000,2012,320000,1582,128
1160,97500,2012,160000,1461,75
1161,122000,2013,56000,1248,85
1162,126500,2013,161000,1461,90
1163,146000,2013,94200,1248,95
1164,147750,2011,73000,1339,100
1165,159000,2016,215900,1499,120
1166,165750,2017,75000,1598,115
1167,178500,2018,99000,1401,101
1168,197750,2007,282000,2148,150
1169,215000,2015,58000,1395,140
1170,22000,1993,204000,1289,54
1171,24000,1991,199000,1581,83
1172,286000,2016,110000,1598,110
1173,388500,2018,59000,1598,120
1175,57000,1991,394000,1601,101
1176,72000,2007,212000,1150,72
1177,72000,2004,270000,1998,147
1178,98750,2015,210000,1201,76
1179,102500,2012,193000,1368,77
1180,124500,2017,123000,1560,93
1181,126000,2011,200000,1598,105
1182,132500,2012,180000,1201,76
1183,142000,2020,3500,898,90
1184,147000,2014,47000,1461,90
1185,152000,2016,90000,1201,76
1186,172500,2014,119000,1401,101
1187,185750,2016,120000,1499,120
1188,205000,2014,137000,1598,105
1189,205000,2015,110000,1598,125
1190,22500,1994,220000,1581,80
1191,305000,2018,101000,1401,101
1192,307000,2012,90000,1598,136
1194,498000,2018,33000,1598,136
1195,65000,2005,338000,1598,109
1196,70900,2005,209000,1201,76
1197,100000,2013,130000,1396,90
1199,116500,2013,131000,1401,76
1200,117000,2009,222000,1201,76
1201,117750,2015,215000,1396,90
1202,119900,2012,230000,1401,76
1203,125750,2013,123000,1201,76
1205,137750,2016,125000,1461,110
1206,149000,2015,74000,1200,76
1207,152500,2009,120000,1910,150
1208,155000,2012,298000,1560,109
1209,158000,2017,28000,1242,91
1210,165500,2011,221197,1956,190
1211,169750,2012,141000,1598,105
1212,190000,2021,30000,1200,76
1213,2650000,2016,13000,2501,401
1214,202750,2014,124000,1598,105
1215,208900,2014,110000,1401,101
1216,248000,2013,203000,1801,126
1217,255000,2012,118500,1401,151
1218,27500,1995,1111,1581,83
1219,285000,2018,37000,1598,115
1220,34000,1994,370000,1597,88
1221,375000,2014,94250,1401,151
1223,49750,2000,260000,1332,86
1224,78900,2013,254000,1248,95
1226,118000,2011,102000,1388,96
1227,135000,2017,59000,1461,90
1228,145000,2010,227000,1390,122
1229,150000,2017,110000,1248,95
1231,169750,2020,3200,1200,76
1233,220000,2011,350000,1995,184
1234,25000,1993,70000,1581,83
1235,26500,1994,142000,1201,51
1237,368900,2017,62000,1461,109
1238,53000,1998,270000,1998,115
1239,56750,2005,265000,1401,51
1242,98000,2005,261000,1401,101
1243,109500,2008,190000,1595,102
1244,117900,2012,204500,1598,124
1245,122750,2016,110000,1461,90
1246,129750,2015,110000,1461,90
1247,133000,2017,130000,1248,95
1248,143900,2012,148500,1201,76
1250,152500,2015,145000,1596,105
1251,155000,2013,140000,1560,117
1252,215000,2020,6750,1200,76
1253,224900,2017,71142,1401,126
1254,226750,2018,68000,1401,101
1255,249000,2015,137000,1598,110
1256,285000,2017,146000,1598,120
1257,318000,2013,92000,1598,170
1258,386900,2018,96000,1461,109
1259,44999,1997,235487,1998,133
1260,61000,1997,151000,1581,83
1261,104000,2006,193800,1590,110
1263,145500,2011,263000,1598,105
1264,146500,2013,248000,1461,90
1265,167000,2018,36000,1560,100
1266,174500,2017,122500,1461,90
1267,225500,2016,18000,1598,132
1268,259000,2019,10000,1598,115
1269,274900,2010,174000,1801,176
1270,301500,2016,92470,1598,110
1271,315000,2016,126000,1598,120
1272,333900,2015,106000,1401,101
1273,36000,1993,290000,1581,75
1274,42000,1994,132000,1581,83
1276,66000,2005,330000,1401,76
1277,79000,2009,100500,1399,97
1279,103900,2011,150000,1598,124
1280,118000,2012,157000,1388,96
1281,124000,2013,133000,1598,115
1283,134750,2008,220000,1995,143
1284,140900,2016,32000,1461,75
1286,152000,2020,22000,1368,95
1288,188000,2015,42000,1598,132
1289,211800,2015,88000,1200,101
1290,217500,2016,160000,1598,110
1291,295000,2017,60786,1598,110
1293,37500,1995,200000,1581,83
1294,58750,1998,230000,1590,116
1295,75500,2004,280000,1598,115
1296,76000,2006,245000,1560,111
1298,115000,2000,261000,1781,150
1300,127000,2016,142000,1401,51
1301,155000,2010,58000,1201,76
1302,161750,2019,69000,1201,76
1303,188250,2016,159000,1201,76
1304,198000,2015,42000,1197,110
1305,252000,2015,90000,1201,151
1307,378900,2015,53000,1598,136
1308,380000,2015,118000,1801,176
1309,465000,2015,138200,1801,176
1310,85000,2011,227000,1493,110
1311,88500,2011,196500,1991,150
1312,92500,2008,172000,1598,115
1313,93750,2009,252145,1560,110
1314,95000,2010,155900,1461,70
1316,116500,2013,131000,1401,76
1317,119500,2013,166000,1461,90
1318,132000,2012,160000,1595,125
1319,132900,2013,117000,1401,101
1320,155000,2019,59500,1499,100
1321,157000,2008,248000,1801,126
1322,158000,2021,0,1368,95
1323,165500,2011,221197,1956,190
1324,175000,2013,30000,1364,90
1325,191800,2013,99000,1390,160
1326,218000,2016,99000,1395,150
1327,255000,2012,118500,1401,151
1328,285000,2018,37000,1598,115
1330,375000,2014,94250,1401,151
1331,46500,2001,270000,1242,75
1332,90000,2005,114000,1341,82
1334,115000,2001,320000,2979,231
1335,117950,2017,125000,1560,93
1336,120900,2012,158000,1560,115
1337,148000,2015,158000,1461,90
1338,159750,2016,160000,1364,90
1339,160000,2011,277000,1598,105
1340,182000,2020,20604,1499,102
1341,195000,2013,74800,1197,105
1342,252000,2016,83004,1598,125
1343,305000,2020,8000,1401,101
1345,365000,2021,600,1200,101
1346,37000,1993,100000,1581,83
1347,65000,2005,122000,1390,75
1349,88750,2011,86000,1398,100
1351,108750,2013,172000,1390,85
1352,108750,2015,321000,1461,90
1353,116000,2016,139000,1401,51
1354,116500,2012,155000,1201,76
1355,156750,2017,33000,1398,90
1356,156850,2015,190000,1560,115
1357,162750,2015,168000,1364,90
1358,169000,2018,48000,1461,90
1359,174000,2010,312000,1968,143
1360,185000,2002,475000,4966,307
1361,207000,2020,0,1200,101
1362,228900,2020,0,1201,101
1363,252000,2018,50000,1597,120
1364,252500,2015,298599,1598,120
1365,269000,2004,239000,2979,231
1366,29500,1994,270000,1581,83
1367,313900,2017,42000,1598,120
1368,89000,2017,480000,1248,95
1369,102000,2007,240000,1968,140
1370,108000,2015,174000,1248,95
1371,109000,2007,287000,1595,125
1373,120000,2010,229500,1398,71
1374,123900,2012,226000,1598,105
1375,149000,2014,147000,1396,90
1376,169850,2016,148000,1560,95
1378,180000,2017,110000,1598,115
1379,198000,2016,109000,1461,110
1380,205000,2019,9100,1401,76
1381,216000,2016,58850,1598,110
1384,590000,2008,246000,2501,226
1385,73000,2004,161000,1399,94
1387,110000,2010,70000,1595,125
1388,111500,2009,232000,1242,69
1389,117900,2011,217000,1397,100
1390,122000,2016,101000,1461,90
1391,125750,2013,179000,1364,90
1392,128000,2004,359000,1781,150
1393,138000,2014,160000,1461,110
1394,166500,2020,21000,1499,100
1395,175000,2014,40000,1401,101
1397,181900,2015,145000,1598,105
1398,30000,1993,127000,1581,80
1399,347000,2013,86000,1401,126
1400,48750,2003,388000,1686,75
1401,51000,2003,205000,1390,75
1402,66500,1986,414000,2001,76
1403,81800,2006,180000,1461,75
1404,91000,2012,102000,1398,100
1405,115000,2001,320000,2979,231
1407,139950,2012,77000,1242,95
1408,145000,2018,26000,1560,100
1409,156900,2016,62210,1200,76
1410,167500,2012,168000,1595,125
1411,174000,2012,172000,1582,128
1412,182000,2020,20604,1499,102
1413,185250,2017,138000,1461,110
1414,195000,2011,224000,1998,136
1416,213750,2017,150000,1461,110
1417,215000,2007,171000,1598,170
1418,266750,2020,17000,1498,150
1419,279750,2017,33000,1395,125
1420,28000,2000,217000,1500,78
1422,36750,1991,92000,1581,83
1423,365000,2021,600,1200,101
1424,55000,2001,280000,1998,150
1425,58500,1998,342000,1991,115
1426,65000,2005,122000,1390,75
1427,695000,2017,32000,1984,252
1428,70000,2010,245000,1401,101
1429,72500,2005,290000,1598,120
1431,88750,2011,86000,1398,100
1432,92500,2014,140000,1201,76
1433,111800,2009,187000,1461,80
1434,118500,2012,137000,1329,99
1435,122500,2011,325000,1560,111
1436,124000,2006,215000,1598,115
1437,126000,2011,139000,1598,124
1438,132000,2007,153000,1498,95
1439,138000,2017,80000,898,90
1440,178000,2013,205000,1401,101
1441,187000,2017,28000,1598,110
1442,187000,2016,116000,1560,115
1443,193900,2017,49500,1461,110
1444,22850,1993,195000,1289,57
1445,42500,1993,175000,1401,51
1446,499750,2017,62000,1968,190
1447,55000,1996,350000,1998,115
1449,81250,2011,130000,1248,78
1450,89000,1995,298950,1801,126
1451,105000,2008,271000,1598,105
1452,112000,2015,250000,1149,75
1453,113500,2007,229500,1598,124
1454,146000,2014,140000,1197,105
1455,147000,2015,110000,1422,90
1456,161000,2019,43000,1201,76
1458,172000,2013,128500,1401,101
1459,215900,2020,7500,1461,115
1460,219500,2008,382000,2967,233
1461,244950,2021,0,1401,101
1462,275000,2012,217000,1801,176
1463,28500,1992,6000,1581,83
1465,54000,1996,190000,1201,76
1467,78000,2006,280000,1599,107
1468,97000,2001,240000,1801,126
1469,109900,2012,214000,1598,124
1470,110500,2011,257500,1461,105
1471,126500,2016,503713,1461,90
1472,136500,2017,69000,1560,93
1473,154900,2018,51000,1248,95
1474,164750,2015,117000,1401,126
1475,165000,2016,141000,1499,120
1476,262500,2020,3700,1498,150
1477,369000,2012,196000,2001,201
1480,42000,1995,181000,1581,83
1481,420000,2015,96000,1499,136
1483,65000,2006,211000,1598,100
1484,72000,2000,346000,1781,150
1485,75000,2005,314000,1599,107
1487,112500,2013,75000,898,90
1488,114500,2007,144000,1596,125
1490,125000,2017,102000,1560,93
1491,134000,2008,103000,1401,101
1492,159000,2012,57800,1339,100
1493,204500,2018,75000,1598,115
1494,208000,2013,164000,1598,170
1496,257750,2015,82000,1598,110
1497,262500,2016,50000,1395,125
1498,315000,2013,175000,1401,151
1499,346900,2016,110000,1401,151
1500,36500,1996,158000,1601,101
1501,36750,1997,260000,1289,68
1502,52250,1993,1111,1581,83
1503,78900,2013,250000,1248,95
1504,79500,2010,157000,1390,75
1505,108000,1996,540000,1801,126
1506,109900,2011,159000,1398,70
1507,115000,2012,130000,1598,124
1508,116000,2014,216000,1401,76
1509,124500,2010,210000,1364,90
1511,160000,2016,161000,1198,130
1512,175000,2016,113000,1422,90
1513,199750,2012,196257,1598,105
1514,260000,2017,69000,1201,101
1515,268500,2020,39000,1498,150
1516,35000,1995,250000,1581,80
1518,48000,1999,40000,1397,72
1519,85500,2005,235000,1598,100
1520,87000,2009,200000,1493,110
1521,92500,2015,250000,1201,76
1522,96000,2014,136000,1199,73
1523,107000,2012,195000,1598,124
1524,116000,2014,137500,1401,51
1525,117750,2015,215000,1396,90
1526,119900,2012,230000,1401,76
1527,123000,2013,121000,1198,75
1528,125750,2013,123000,1201,76
1529,158500,2015,104000,1598,125
1530,169750,2012,141000,1598,105
1531,191500,2017,113000,1598,115
1532,22000,1989,290000,1581,80
1533,252000,2011,171000,1801,126
1534,287500,2012,170000,1796,156
1535,327000,2014,199000,1801,176
1536,348000,2020,0,1496,122
1537,38500,1998,50000,1397,72
1539,78900,2013,254000,1248,95
1540,84500,2006,293000,1201,76
1541,125000,2012,190000,1461,110
1542,133000,2008,297000,1390,125
1543,143000,2001,334000,1998,163
1544,145000,2018,26000,1560,100
1545,174500,2017,59300,1395,125
1546,179750,2016,81000,1596,125
1547,213750,2017,150000,1461,110
1548,235000,2020,20500,1598,132
1549,262000,2017,109000,1598,136
1550,263500,2016,99950,1598,120
1551,279750,2017,33000,1395,125
1553,326500,2014,140000,1401,151
1554,33000,1994,185000,1581,80
1555,64000,2006,160000,1150,72
1556,70000,2010,245000,1401,101
1557,77750,2011,235000,1461,70
1558,92500,2014,140000,1201,76
1560,121000,2013,155000,1461,90
1561,135000,2016,97500,1461,90
1562,138950,2016,156000,1582,136
1563,145000,2013,78000,1197,105
1564,148750,2009,106000,1498,95
1565,212500,2013,166483,1598,136
1566,222500,2017,119000,1598,136
1567,24000,1989,98484,1581,80
1569,359750,2016,17000,1598,120
1570,535000,2017,118000,1201,126
1571,64750,2001,380000,1596,100
1572,67000,2000,240000,1332,86
1573,67500,2004,215000,1398,69
1575,82000,2005,270000,1598,115
1576,87000,2004,227000,1595,102
1577,100000,2010,107000,1587,111
1578,125000,2015,50000,1461,75
1579,137500,2011,130000,1364,90
1580,146000,2011,117000,1598,115
1581,148000,2015,158000,1461,90
1582,175000,2015,151000,1401,101
1583,193500,2017,126000,1499,120
1584,199500,2014,155000,1598,105
1585,245900,2019,35500,1598,115
1586,286990,2016,69350,1598,110
1587,31000,1998,40000,1372,71
1588,318750,2013,166500,1801,176
1589,475000,2016,77000,1401,151
1590,60000,1998,125000,999,54
1591,60000,1999,300000,1201,76
1592,64500,2014,650000,1201,76
1593,77999,2007,135555,1390,75
